Ministry/Sector,Agency/Dept,Service Name,Description,Simple Service Name,Simple Description,Service Category,Access Method,Online Platform,Required Documents,Processing Time,Cost,Eligibility,Contact/Link,Deep Link to Service,Has Online Form?,Form Type,Form URL,Has PDF Form?,PDF Form URL,Form Submission Method,Notes/Research Status
Defence & Military,Military Pensions Board,Gratuity Processing,Process military gratuity payment,Pay your gratuity processing,Pay your gratuity processing through the government payment system.,Payment,Offline,Gratuity office,"Discharge papers, service record",60-90 days,Gratuity-dependent,Retirees,www.militarypensions.gov.ng,,,,,,,,
Defence & Military,Military Pensions Board,Survivor Benefits Claim,Claim benefits for deceased military family,Pay your survivor benefits claim,Pay your survivor benefits claim through the government payment system.,Payment,Offline,Survivors office,"Death cert, family proof, service record",30-60 days,Varies,Widows/dependents,www.militarypensions.gov.ng,,,,,,,,
Defence & Military,War Pensions Office,War Victim Compensation,Get compensation for war-related losses,Pay your war victim compensation,Pay your war victim compensation through the government payment system.,Payment,Offline,War pensions office,"Loss documentation, war victim status",60-90 days,Varies,War victims,www.warpensions.gov.ng,,,,,,,,
Defence & Military,War Pensions Office,Disability Pension Application,Apply for military disability pension,Pay your disability pension,Pay your disability pension application through the government payment system.,Payment,Offline,Pensions office,"Medical assessment, service record, disability proof",30-60 days,Pension-dependent,Disabled military,www.militarypensions.gov.ng,,,,,,,,
Defence & Military,Nigerian Military,Military ID Card Renewal,Renew military identification card,Renew your military id card,Update your military id card to keep using it.,Licensing,Offline,ID office,"Old ID card, renewal form",3-7 days,Free,Active military/veterans,www.mil.ng,,,,,,,,
Children & Family,NCDP,Child Welfare Services,Access child protection and welfare services,Find information about child welfare,Learn about child welfare services and how it can help you.,Information,Offline,Child welfare offices,"Child details, concern description",Ongoing,Free,Families/children,www.childwelfare.gov.ng,,,,,,,,
Children & Family,NCDP,Adoption Facilitation,Process adoption of children,Adoption Facilitation,Follow the government process to get adoption facilitation.,Compliance,Offline,Adoption agencies,"Adoption application, background check",60-180 days,"₦500,000-₦2,000,000",Adoptive families,www.childwelfare.gov.ng,,,,,,,,
Children & Family,NCDP,Child Abuse Report,Report child abuse incidents,Report Child Abuse Report Problem,Tell the government about your child abuse report problem. It is free.,Complaint,Online/Offline,Child protection line,"Incident details, evidence",Immediate response,Free & Confidential,Public,www.childwelfare.gov.ng,,,,,,,,
Children & Family,NCDP,Foster Care Program,Register for foster care program,Learn Foster Care Program,Take a free training class to learn foster care program.,Training,Offline,Foster care centers,"Family assessment, training",30-60 days,Free/Subsidized,Foster families,www.childwelfare.gov.ng,,,,,,,,
Children & Family,NCDP,Educational Support for Vulnerable Children,Get education support for poor children,Learn Educational Support for Vulnerable Children,Take a free training class to learn educational support for vulnerable children.,Training,Offline,Education centers,Vulnerability assessment,Ongoing,Free,Vulnerable children,www.childwelfare.gov.ng,,,,,,,,
Children & Family,NCDP,Juvenile Justice Services,Access juvenile justice and rehabilitation,Juvenile Justice Services,Follow the government process to get juvenile justice services.,Compliance,Offline,Juvenile centers,Court referral,Ongoing,Free,Juvenile offenders,www.childwelfare.gov.ng,,,,,,,,
Children & Family,NCDP,Child Nutrition Program,Access child nutrition and feeding programs,Find information about child nutrition program,Learn about child nutrition program and how it can help you.,Information,Offline,Nutrition centers,Age and need assessment,Ongoing,Free,Children in need,www.childwelfare.gov.ng,,,,,,,,
Children & Family,NCDP,Birth Certificate Registration,Register child birth in national system,Get Birth Certificate Registration,Register to officially get birth certificate registration.,Registration,Online/Offline,Registration offices,"Birth details, parent IDs",3-7 days,Free,Newborns,www.childwelfare.gov.ng,,,,,,,,
Agriculture & Cooperatives,Cooperatives Dept,Cooperative Society Registration,Register cooperative group formally,Get your cooperative society registration,Register to officially get cooperative society registration.,Registration,Offline,Cooperative office,"Members list, constitution, purpose",7-14 days,"₦50,000-₦200,000",Cooperative groups,www.cooperatives.gov.ng,,,,,,,,
Agriculture & Cooperatives,Cooperatives Dept,Cooperative Audit Service,Annual audit of cooperative accounts,Find information about cooperative audit service,Learn about cooperative audit service and how it can help you.,Information,Offline,Audit dept,"Cooperative registration, financial records",14-21 days,"₦100,000-₦500,000",Cooperatives,www.cooperatives.gov.ng,,,,,,,,
Agriculture & Cooperatives,Cooperatives Dept,Cooperative Training Programs,Training for cooperative management,Learn Cooperative Training Programs,Take a free training class to learn cooperative training programs.,Training,Offline,Training centers,Cooperative membership,2-4 weeks,Free,Members,www.cooperatives.gov.ng,,,,,,,,
Agriculture & Cooperatives,Cooperatives Dept,Dividend Payment Processing,Process dividend payments to members,Pay your dividend payment processing,Pay your dividend payment processing through the government payment system.,Payment,Offline,Cooperative offices,"Membership records, dividend proof",Monthly/Quarterly,Free,Members,www.cooperatives.gov.ng,,,,,,,,
Agriculture & Cooperatives,Cooperatives Dept,Cooperative Loan Access,Get loans through cooperative scheme,Get your cooperative loan access,Get official permission from the government for cooperative loan access.,Licensing,Offline,Cooperative bank,"Cooperative registration, collateral",7-14 days,"₦500,000-₦5,000,000",Members,www.cooperatives.gov.ng,,,,,,,,
Agriculture & Cooperatives,Cooperatives Dept,Cooperative Business Development,Support for cooperative business growth,Find information about cooperative business development,Learn about cooperative business development and how it can help you.,Information,Offline,Development office,"Business plan, cooperative proof",Ongoing,Free,Cooperatives,www.cooperatives.gov.ng,,,,,,,,
Agriculture & Cooperatives,Cooperatives Dept,Cooperative Federation Membership,Join cooperative federations,Get your cooperative federation membership,Register to officially get cooperative federation membership.,Registration,Offline,Federation office,"Cooperative registration, compliance",14-30 days,"₦100,000-₦500,000",Registered cooperatives,www.cooperatives.gov.ng,,,,,,,,
Agriculture & Cooperatives,Cooperatives Dept,Cooperative Conflict Resolution,Mediate cooperative disputes,Report Cooperative Conflict Resolution Problem,Tell the government about your cooperative conflict resolution problem. It is free.,Complaint,Offline,Resolution office,"Dispute details, parties involved",14-30 days,Free,Cooperative members,www.cooperatives.gov.ng,,,,,,,,
Power & Energy,REA,Solar Energy Installation Subsidy,Get subsidy for solar installation,Get your solar energy installation subsidy,Get official permission from the government for solar energy installation subsidy.,Licensing,Online/Offline,REA office,"Location details, installation plan",30-60 days,Subsidy-dependent,Individuals/communities,www.rea.gov.ng,,,,,,,,
Power & Energy,REA,Mini-grid Connection,Connect to mini-grid electricity,Get your mini-grid connection,Get official permission from the government for mini-grid connection.,Licensing,Offline,REA offices,"Community proof, connection plan",14-30 days,"₦500,000-₦5,000,000",Communities,www.rea.gov.ng,,,,,,,,
Power & Energy,REA,Energy Efficiency Audit,Get energy efficiency assessment,Find information about energy efficiency audit,Learn about energy efficiency audit and how it can help you.,Information,Offline,REA audit team,Facility location,7-14 days,"₦50,000-₦200,000",Facilities,www.rea.gov.ng,,,,,,,,
Power & Energy,REA,Renewable Energy Certification,Certify renewable energy systems,Get Renewable Energy Certification Certificate,Get an official document proving you've completed renewable energy certification.,Certification,Offline,Certification office,"System specs, installation proof",10-20 days,"₦100,000-₦500,000",Energy operators,www.rea.gov.ng,,,,,,,,
Power & Energy,ECN,Energy Audit Service,Professional energy consultation,Find information about energy audit service,Learn about energy audit service and how it can help you.,Information,Offline,Energy centers,Facility requirements,7-14 days,"₦50,000-₦300,000",Industries/homes,www.ecn.gov.ng,,,,,,,,
Power & Energy,ECN,Renewable Energy Incentive Application,Apply for government energy incentives,Get your renewable energy incentive,Get official permission from the government for renewable energy incentive application.,Licensing,Online/Offline,ECN incentive dept,"Project details, feasibility study",30-60 days,Incentive-dependent,Energy projects,www.ecn.gov.ng,,,,,,,,
Power & Energy,ECN,Energy Efficiency Training,Training on energy conservation,Learn Energy Efficiency Training,Take a free training class to learn energy efficiency training.,Training,Offline,Training centers,Educational interest,2-4 weeks,Free,Public/organizations,www.ecn.gov.ng,,,,,,,,
Power & Energy,NERC,Renewable Energy License,Get license for renewable energy business,Get a renewable energy license,Get official permission from the government for renewable energy license.,Licensing,Offline,NERC office,"Business plan, technical proposal",30-60 days,"₦500,000-₦5,000,000",Energy companies,www.nerc.gov.ng,,,,,,,,
Intellectual Property,NCC,Copyright Registration,Register creative work for copyright,Officially Own Your Creative Work,"Register a song, book or design so you officially own it.",Registration,Online/Offline,NCC office,"Work samples, author details",7-14 days,"₦50,000-₦200,000",Content creators,www.ncc.org.ng,,,,,,,,
